student_id,age,gender,year_of_study,gpa,academic_consistency,programming_skill_score,problem_solving_score,digital_skill_score,communication_skill_score,teamwork_score,leadership_score,adaptability_score,learning_motivation_score,internship_count,internship_duration_months,project_count,project_portfolio_score,industry_alignment_score,workshops_attended,online_courses_completed,networking_events_attended,career_clarity_score,market_awareness_score,higher_study_interest,target_industry,career_goal_alignment_score,interview_readiness_score,resume_quality_score,employment_competitiveness_score,employment_competitiveness_level
STU0425,25,Female,1,6.61,71.98,77.15,73.54,67.08,88.64,95.04,91.36,61.86,69.69,3,14,6,85.35,45.69,6,4,4,58.56,61.07,Undecided,Finance,62.11,76.88,69.47,42.41,Medium
STU0426,22,Male,3,6.86,73.08,93.42,91.4,69.39,52.1,58.03,67.46,72.74,71.1,1,6,2,60.46,60.73,2,9,2,63.16,62.27,No,Government,61.23,63.96,52.77,53.0,Medium
STU0427,18,Female,2,6.89,75.55,53.08,68.19,39.66,65.54,86.24,77.71,74.08,88.71,3,12,4,59.25,66.73,3,6,3,55.99,74.6,Yes,Research,63.33,66.04,52.04,33.26,Low
STU0428,21,Female,3,6.91,82.32,45.91,64.99,56.94,84.85,69.17,84.62,50.09,73.31,3,14,9,91.17,82.27,5,7,3,91.73,67.21,No,Government,82.2,88.73,75.13,58.3,Medium
STU0429,18,Male,2,7.13,78.15,68.38,80.38,63.99,85.04,68.14,68.77,77.46,59.03,3,15,6,64.16,69.58,8,3,4,91.34,90.67,Undecided,Healthcare,82.57,92.48,70.5,59.03,Medium
STU0430,21,Female,2,7.78,72.67,70.2,72.6,56.32,67.77,52.9,65.6,81.27,63.43,1,6,2,60.73,51.9,5,4,3,60.17,67.77,Yes,Healthcare,64.56,67.07,82.44,42.9,Medium
STU0431,18,Male,4,8.25,93.79,72.84,97.07,83.95,60.45,62.74,24.56,71.07,79.64,1,5,5,64.98,62.72,1,5,2,84.63,53.52,Yes,Manufacturing,66.51,49.51,48.84,38.92,Low
STU0432,23,Female,1,6.42,79.26,64.2,60.12,73.98,82.43,72.06,68.43,100.0,74.37,1,2,6,74.41,64.15,6,4,3,68.46,69.19,No,Finance,74.27,61.74,61.54,47.34,Medium
STU0433,22,Male,4,5.76,83.9,67.39,70.57,68.78,85.39,83.68,87.8,63.8,46.79,2,7,4,67.9,63.11,7,7,2,40.85,68.8,No,Manufacturing,70.92,63.75,66.15,48.88,Medium
STU0434,25,Male,4,5.95,55.69,74.78,67.13,86.77,54.86,67.13,60.53,67.67,76.94,4,14,8,76.77,80.0,5,4,8,77.55,77.19,Undecided,Education,85.99,68.16,85.65,56.7,Medium
STU0435,21,Male,3,6.62,71.28,83.53,81.05,84.57,54.35,52.53,54.38,67.26,76.61,3,13,5,68.26,76.47,3,6,7,82.84,71.64,No,Education,70.6,58.24,68.62,40.11,Medium
STU0436,25,Female,3,6.78,56.45,44.58,64.96,48.29,72.93,68.89,57.85,71.09,70.77,5,21,2,50.93,69.43,11,3,7,86.54,74.62,Undecided,Finance,76.73,78.27,68.1,43.44,Medium
STU0437,25,Male,4,6.28,70.39,65.2,68.78,57.47,78.18,71.47,84.6,68.06,64.59,0,3,3,55.74,36.18,5,1,4,71.08,73.8,Yes,Education,72.45,74.45,51.75,41.26,Medium
STU0438,25,Female,1,5.64,56.92,72.78,56.3,80.21,66.11,51.99,69.31,55.12,65.31,0,3,7,74.76,43.63,10,5,3,64.88,50.92,Yes,Information Technology,47.73,62.06,59.06,24.91,Low
STU0439,24,Male,1,6.65,83.31,58.07,77.03,67.9,78.83,65.66,80.59,65.44,67.45,3,8,4,61.88,62.67,8,5,3,62.55,81.55,No,Information Technology,71.31,73.82,73.23,47.35,Medium
STU0440,20,Male,2,7.42,71.36,92.51,87.65,84.58,60.77,59.64,43.35,70.83,73.07,1,5,5,68.74,73.34,5,6,3,83.57,82.4,No,Information Technology,84.78,57.27,68.4,60.05,Medium
STU0441,18,Female,4,7.91,69.37,61.74,51.53,57.49,42.51,73.47,62.42,86.74,67.02,2,9,6,62.15,63.19,3,7,4,76.31,77.74,Yes,Education,76.43,71.18,49.76,37.88,Low
STU0442,25,Female,1,6.53,65.47,69.46,69.14,76.28,64.49,70.94,65.59,98.43,91.09,2,7,11,80.2,62.29,7,6,5,60.45,55.7,Yes,Healthcare,61.01,59.85,73.53,52.02,Medium
STU0443,18,Male,3,6.7,56.47,77.23,56.8,66.92,70.82,78.49,69.81,88.03,57.04,0,1,7,84.91,60.99,2,6,3,74.25,82.82,Undecided,Information Technology,72.8,74.5,61.93,26.87,Low
STU0444,25,Female,4,6.09,70.07,62.31,62.25,65.25,66.41,54.9,56.43,62.7,79.43,3,9,7,77.06,63.38,7,3,5,80.84,87.19,Undecided,Manufacturing,79.46,74.85,53.09,40.28,Medium
STU0445,21,Female,4,7.16,59.98,45.99,49.47,71.76,54.94,76.67,64.42,63.65,65.44,2,6,8,80.42,67.31,8,2,5,81.17,89.2,No,Government,79.41,66.46,73.8,35.97,Low
STU0446,20,Female,3,6.18,65.82,64.43,73.5,60.83,46.4,73.89,75.66,70.09,64.66,3,10,5,77.33,69.83,6,6,7,69.98,78.06,Undecided,Healthcare,66.53,62.25,69.18,34.28,Low
STU0447,20,Male,1,7.89,66.47,83.38,76.72,62.13,63.32,48.51,37.85,93.41,77.79,4,10,11,100.0,75.77,7,4,5,88.66,77.7,No,Finance,88.58,67.01,93.1,64.06,Medium
STU0448,23,Male,4,5.06,53.3,65.62,52.9,57.57,81.67,69.7,94.14,70.01,71.26,1,4,7,77.41,72.9,6,4,4,58.18,67.62,Undecided,Education,75.9,70.18,63.58,32.01,Low
STU0449,24,Female,3,6.77,82.43,59.0,77.44,74.39,86.33,83.81,84.72,56.07,82.97,5,12,3,58.4,74.59,4,5,2,70.73,70.14,Undecided,Manufacturing,67.08,76.66,80.79,56.29,Medium
STU0450,23,Male,1,7.56,80.56,82.03,68.64,79.66,85.44,84.89,78.56,65.99,75.81,2,9,6,74.15,66.28,4,2,5,83.99,88.85,Undecided,Finance,76.79,81.18,70.7,64.95,Medium
STU0451,23,Female,1,7.42,70.74,65.7,71.96,66.85,59.39,59.94,74.71,81.08,66.07,5,17,3,46.33,80.5,6,8,3,74.67,55.15,Yes,Education,62.61,63.81,65.48,53.89,Medium
STU0452,23,Female,4,10.0,99.78,63.37,71.93,61.76,55.0,61.7,45.92,80.28,84.51,1,3,4,52.97,55.71,4,6,2,71.25,67.89,No,Consulting,63.99,67.22,64.47,42.67,Medium
STU0453,23,Female,3,7.62,78.71,71.94,72.0,76.42,76.46,68.43,63.09,69.6,89.78,3,11,5,69.86,71.72,8,1,4,58.82,70.34,No,Education,62.78,76.28,64.35,62.3,Medium
STU0454,23,Female,4,6.0,67.31,80.02,78.6,67.52,78.26,76.32,72.82,80.2,84.75,2,6,11,100.0,74.62,9,6,10,50.68,84.83,Yes,Manufacturing,69.36,83.06,69.3,63.68,Medium
STU0455,22,Other,4,7.09,64.24,100.0,86.66,90.06,75.2,85.81,93.22,44.72,69.08,4,18,5,92.54,93.3,4,1,3,59.73,60.57,Undecided,Consulting,71.49,71.01,95.12,72.74,High
STU0456,20,Male,3,5.07,59.78,80.75,82.96,69.1,43.82,52.01,56.6,73.25,75.06,3,12,3,60.98,67.32,4,9,2,87.59,72.19,Undecided,Education,68.55,62.09,68.54,30.8,Low
STU0457,23,Female,3,7.1,54.97,85.08,71.87,69.82,58.73,76.44,74.84,82.33,75.23,2,8,5,76.12,68.89,4,6,6,60.22,68.59,Undecided,Education,72.73,55.46,85.5,53.66,Medium
STU0458,25,Male,2,6.2,61.39,63.42,67.48,60.51,69.61,63.51,60.56,62.01,75.52,5,16,7,92.16,100.0,6,5,4,70.02,72.2,Yes,Research,71.76,66.73,83.66,60.66,Medium
STU0459,20,Male,2,8.3,81.28,56.66,65.44,59.41,76.33,65.87,75.98,61.96,67.93,2,7,9,88.97,84.28,3,5,1,99.85,67.99,Yes,Government,68.83,70.94,81.14,60.1,Medium
STU0460,20,Female,2,6.54,73.29,70.81,73.97,70.46,79.97,84.17,97.58,49.6,53.34,1,6,11,100.0,73.69,8,3,1,85.42,75.11,Yes,Education,70.92,76.64,75.96,47.61,Medium
STU0461,19,Female,4,7.06,73.7,71.39,76.44,73.62,71.88,81.57,86.47,91.08,78.74,3,13,5,71.67,72.71,6,3,8,67.74,80.36,Yes,Healthcare,77.16,73.54,81.82,71.06,High
STU0462,22,Other,3,6.44,58.12,55.98,59.75,30.0,74.3,81.95,74.28,63.36,56.99,3,12,7,79.25,81.26,6,5,3,66.31,51.42,Yes,Information Technology,56.83,68.8,87.74,46.66,Medium
STU0463,23,Female,4,9.29,86.72,67.72,61.4,61.17,71.1,58.84,74.47,74.89,68.32,2,7,3,48.94,54.06,4,5,3,91.61,63.07,Yes,Consulting,75.59,75.12,62.18,61.95,Medium
STU0464,18,Male,2,6.81,72.68,75.19,76.93,69.44,78.91,70.85,79.46,79.25,67.73,2,5,5,77.4,65.47,4,7,8,64.87,73.59,No,Manufacturing,69.04,73.73,71.79,44.81,Medium
STU0465,21,Male,3,9.4,94.05,74.69,84.44,88.13,74.07,81.56,81.14,90.14,100.0,5,18,3,64.65,80.23,9,4,1,70.12,94.12,Yes,Healthcare,87.77,77.83,79.45,84.11,High
STU0466,24,Female,3,8.18,79.57,76.56,71.86,63.31,70.85,72.3,84.36,70.15,75.12,3,12,7,90.5,69.02,3,6,6,67.17,69.4,Undecided,Manufacturing,60.59,76.38,76.6,52.07,Medium
STU0467,25,Male,3,7.78,76.65,73.78,64.75,74.21,66.51,59.19,78.6,65.53,74.74,0,3,7,84.78,82.54,7,2,3,94.59,65.58,No,Healthcare,85.02,67.82,73.25,43.91,Medium
STU0468,18,Male,3,7.64,83.63,63.41,84.61,81.83,71.06,76.56,71.04,74.08,65.49,1,6,6,80.36,59.15,6,6,2,69.88,58.03,No,Government,75.67,63.36,67.61,38.76,Low
STU0469,22,Male,2,7.67,75.41,63.32,73.82,53.7,76.3,67.19,78.29,87.41,61.02,5,12,7,69.78,87.59,6,4,6,65.14,76.52,No,Education,64.25,81.42,87.52,57.78,Medium
STU0470,21,Male,3,4.89,53.39,54.41,56.34,65.87,73.48,91.01,73.63,69.96,57.3,3,12,4,54.27,64.54,4,5,7,80.42,94.79,Yes,Government,89.83,74.41,63.84,45.1,Medium
STU0471,22,Male,1,6.87,87.02,93.2,78.3,75.24,74.95,89.18,66.87,60.54,86.56,5,13,3,68.84,89.42,9,6,4,99.21,72.91,Undecided,Research,81.49,87.45,72.02,73.4,High
STU0472,25,Male,2,8.21,73.92,70.17,65.87,65.55,87.46,85.4,76.52,53.51,69.93,1,5,6,68.55,54.58,1,11,5,51.68,66.64,Yes,Consulting,56.73,78.98,53.17,37.87,Low
STU0473,20,Male,3,7.14,61.3,67.08,77.06,60.86,73.45,86.66,75.78,57.34,69.04,3,14,1,55.32,67.3,6,7,5,75.18,67.51,No,Education,70.14,68.21,60.9,64.35,Medium
STU0474,21,Male,3,5.51,65.08,57.93,64.95,56.54,61.56,68.35,47.37,82.37,79.14,3,6,2,38.95,50.08,6,8,4,57.57,71.07,Yes,Research,67.38,64.74,58.11,31.96,Low
STU0475,20,Other,4,7.14,69.51,100.0,79.92,100.0,81.49,84.32,88.21,68.15,64.45,1,6,5,78.72,74.63,3,3,4,91.53,71.24,Undecided,Research,75.89,83.27,75.1,56.66,Medium
STU0476,25,Male,3,9.24,90.93,56.05,76.13,71.27,52.24,78.29,35.25,64.71,88.73,2,6,6,65.09,69.65,7,8,7,53.29,76.98,Undecided,Research,72.33,71.04,64.33,51.02,Medium
STU0477,18,Male,4,8.7,82.83,64.42,66.46,78.45,55.94,67.63,98.23,63.41,67.32,3,9,4,56.61,51.48,7,6,6,82.16,50.93,Yes,Consulting,66.75,62.81,54.91,53.16,Medium
STU0478,25,Female,3,7.13,72.35,75.41,86.26,78.4,74.37,70.91,89.43,73.02,84.88,2,7,4,55.43,59.31,5,5,2,58.98,67.45,Undecided,Consulting,50.9,67.46,45.1,44.39,Medium
STU0479,18,Male,3,8.34,96.25,77.8,94.52,58.73,76.71,57.47,64.16,69.13,83.41,4,17,9,92.56,72.12,7,4,6,94.64,78.95,No,Consulting,84.72,84.7,78.3,72.9,High
STU0480,21,Female,1,6.76,76.45,82.45,75.13,81.3,53.81,63.38,63.75,68.72,56.27,4,16,9,93.19,78.28,3,9,6,100.0,88.48,No,Government,82.01,69.83,75.74,59.82,Medium
STU0481,21,Female,2,5.16,62.48,93.5,73.91,94.15,65.02,77.49,75.01,88.19,66.59,4,18,2,77.96,89.39,7,2,4,88.46,74.13,Yes,Healthcare,78.92,73.0,88.36,67.7,Medium
STU0482,23,Male,2,6.09,54.9,76.58,47.73,65.59,62.12,77.41,63.55,90.46,55.29,4,19,6,96.71,62.82,7,4,4,69.36,55.6,Yes,Research,68.25,50.31,86.27,50.02,Medium
STU0483,22,Male,3,9.08,83.66,56.27,57.75,72.6,63.67,73.7,72.02,52.68,80.55,2,7,8,71.15,75.91,5,8,4,51.93,63.31,Undecided,Education,55.93,75.1,62.13,41.24,Medium
STU0484,23,Female,1,6.87,51.96,66.66,52.47,75.71,82.27,71.61,71.9,75.93,65.74,2,11,7,63.11,66.03,2,8,3,72.88,74.68,Yes,Government,61.91,85.73,66.19,33.25,Low
STU0485,22,Female,1,6.91,66.52,74.0,72.66,91.22,79.18,55.86,66.21,62.68,47.03,4,9,6,66.29,74.71,4,6,5,73.91,73.53,Undecided,Research,66.96,74.78,75.36,49.9,Medium
STU0486,23,Male,2,6.84,78.26,96.89,83.38,81.11,69.75,66.44,70.87,69.02,76.48,2,7,5,78.42,77.15,8,3,4,100.0,63.6,No,Consulting,91.35,70.09,62.65,70.06,High
STU0487,20,Female,4,9.48,98.94,51.83,62.19,49.53,62.9,65.26,50.8,75.71,77.51,1,5,4,67.14,84.88,6,8,2,72.01,66.44,Yes,Information Technology,71.99,60.62,68.42,44.26,Medium
STU0488,21,Male,2,9.15,90.8,85.63,83.06,75.48,52.45,60.47,62.75,69.45,64.26,2,4,7,81.12,56.16,5,8,2,59.33,64.94,No,Research,70.43,62.3,66.99,52.15,Medium
STU0489,18,Other,3,9.86,98.58,72.34,86.1,86.14,88.46,85.99,82.17,74.77,97.04,1,5,8,89.95,83.92,5,6,4,73.07,64.51,No,Manufacturing,82.11,71.12,78.59,79.48,High
STU0490,22,Male,1,7.01,68.27,80.89,79.52,58.21,77.7,94.82,82.16,80.08,73.88,3,12,3,56.92,75.43,7,7,1,64.25,29.51,Undecided,Consulting,68.67,55.81,67.16,42.67,Medium
STU0491,25,Female,3,7.55,79.38,68.67,58.49,49.08,60.81,68.6,64.62,75.53,72.8,2,6,2,50.14,50.01,9,4,8,68.59,70.15,No,Education,71.9,57.31,67.11,41.19,Medium
STU0492,22,Female,2,5.38,63.78,59.05,62.87,65.37,79.35,73.54,87.23,64.24,63.0,1,7,3,57.0,59.05,2,5,5,100.0,67.38,Yes,Consulting,81.6,80.89,51.25,32.6,Low
STU0493,18,Female,2,8.97,79.42,79.76,67.62,71.44,69.09,68.5,65.0,64.45,58.51,5,11,6,77.83,75.01,4,6,1,57.29,56.06,No,Consulting,56.02,64.65,70.96,56.92,Medium
STU0494,23,Female,3,5.8,64.3,78.51,80.05,75.26,66.27,71.07,72.17,54.72,52.18,4,18,8,87.19,78.95,5,6,3,84.42,58.03,No,Finance,74.01,80.93,83.58,49.0,Medium
STU0495,22,Male,1,7.46,83.67,82.64,87.75,86.91,75.66,65.76,85.5,61.75,84.37,4,10,8,80.27,60.06,5,3,2,65.29,48.94,Undecided,Healthcare,64.74,62.43,84.72,69.69,Medium
STU0496,24,Male,1,5.88,60.01,69.83,60.24,64.88,60.36,68.36,66.06,95.54,70.4,3,13,5,79.25,61.21,4,2,4,69.48,75.06,Yes,Research,77.47,69.9,62.23,43.31,Medium
STU0497,20,Male,2,6.49,73.31,62.2,62.52,47.48,65.53,74.0,72.86,62.5,69.61,4,16,4,71.52,81.42,5,9,2,69.81,65.06,No,Consulting,62.08,62.5,75.77,48.68,Medium
STU0498,21,Male,1,6.2,85.5,49.74,63.62,79.8,71.58,74.31,70.75,57.68,53.83,3,12,4,67.29,74.62,12,10,5,55.48,69.35,No,Healthcare,57.22,61.21,75.55,39.72,Low
STU0499,18,Female,1,6.47,67.5,80.65,56.9,66.39,63.51,73.15,84.33,75.84,59.51,3,10,3,57.81,70.72,5,4,4,78.83,64.88,Yes,Research,71.49,70.81,49.34,50.27,Medium
STU0500,21,Male,2,6.55,71.7,75.51,76.76,62.94,78.7,79.75,72.49,70.68,76.79,5,15,6,77.38,92.31,5,9,5,36.14,52.85,No,Consulting,49.78,67.23,100.0,67.41,Medium
STU0501,24,Male,4,6.54,63.69,57.44,60.96,74.63,94.3,64.72,89.63,69.65,71.59,1,7,10,85.91,66.55,8,8,4,65.49,59.54,Undecided,Education,76.62,75.0,68.62,45.82,Medium
STU0502,22,Female,3,8.2,85.07,63.0,80.89,62.81,60.19,73.45,67.51,88.91,97.23,5,18,10,84.25,95.48,4,4,4,74.43,63.98,Yes,Government,54.37,57.73,85.83,59.55,Medium
STU0503,22,Female,3,5.87,66.05,63.93,58.1,66.53,48.35,55.05,49.04,78.59,83.78,2,7,4,64.66,73.59,4,6,2,78.67,61.93,Yes,Government,67.83,66.09,72.57,36.26,Low
STU0504,25,Female,2,7.46,78.5,50.72,60.35,64.72,43.98,48.83,64.24,65.64,70.09,2,11,4,40.77,55.77,7,4,5,77.96,62.34,No,Research,77.82,62.76,54.49,20.0,Low
STU0505,24,Other,4,8.66,80.8,59.37,57.94,75.49,68.04,59.57,62.2,66.91,77.61,1,5,5,72.55,55.68,6,2,2,53.07,50.46,No,Research,49.53,64.33,55.57,31.73,Low
STU0506,18,Male,2,6.58,70.66,55.26,56.56,59.06,61.38,71.96,75.98,65.97,66.67,2,6,3,45.04,53.56,12,4,7,63.75,73.26,Yes,Healthcare,69.18,75.87,61.13,36.57,Low
STU0507,25,Male,1,6.34,77.3,64.64,61.69,82.75,72.7,70.49,38.09,82.5,95.3,3,12,5,65.12,60.69,7,8,3,72.12,56.24,Yes,Finance,73.86,63.15,69.75,45.22,Medium
STU0508,20,Female,3,6.92,75.42,60.4,76.54,43.86,71.72,55.45,65.4,68.3,82.23,5,11,6,52.99,84.71,8,5,4,58.74,66.83,Yes,Healthcare,69.46,71.28,61.68,66.26,Medium
STU0509,25,Female,1,8.62,94.31,48.85,64.4,66.47,49.16,66.9,58.19,50.48,74.68,5,18,4,71.56,67.57,3,2,3,72.66,50.73,Undecided,Finance,70.23,61.81,75.49,51.9,Medium
STU0510,19,Male,2,7.43,75.21,96.29,85.65,76.56,46.41,46.49,43.11,71.42,74.55,5,21,4,78.97,84.99,5,4,5,78.11,75.37,No,Healthcare,75.11,63.08,80.61,67.88,Medium
STU0511,18,Female,3,6.56,74.29,86.28,76.78,93.18,73.85,74.63,65.94,53.56,80.07,2,9,5,75.88,73.04,6,4,5,61.87,65.9,Yes,Healthcare,66.75,68.68,66.24,53.38,Medium
STU0512,19,Male,4,7.78,81.97,59.87,60.48,66.35,71.76,74.68,65.19,98.21,88.37,5,17,4,55.45,66.98,4,3,4,79.64,74.1,Yes,Finance,77.94,76.08,75.95,61.15,Medium
STU0513,24,Male,3,5.88,56.26,73.54,66.44,65.72,64.46,77.86,70.79,60.41,76.84,2,6,4,57.21,45.9,6,9,7,66.19,75.4,Yes,Manufacturing,67.45,71.17,38.89,40.05,Medium
STU0514,23,Female,3,8.02,84.41,75.43,83.28,80.11,48.46,79.62,51.57,70.06,55.82,4,12,5,69.8,54.12,7,4,4,57.76,52.99,Yes,Consulting,65.37,49.68,78.21,51.34,Medium
STU0515,19,Female,4,7.69,72.27,85.48,69.1,87.95,76.13,60.61,72.04,75.1,76.98,1,5,4,72.34,57.09,6,7,5,89.82,77.0,No,Information Technology,73.22,84.11,55.57,51.83,Medium
STU0516,20,Female,1,6.83,67.04,59.36,71.65,71.07,86.53,78.41,93.47,68.54,64.39,2,9,2,48.94,45.14,10,4,9,62.74,63.66,No,Consulting,60.84,76.39,60.1,55.97,Medium
STU0517,25,Male,2,6.19,67.04,84.2,69.56,68.01,73.61,70.36,74.4,68.52,84.83,5,21,4,73.72,93.26,9,7,3,48.45,53.85,Undecided,Government,61.53,58.74,80.95,55.89,Medium
STU0518,23,Female,2,6.14,67.34,62.88,63.0,61.74,58.98,70.88,77.26,77.06,85.6,5,12,2,66.85,66.22,7,8,2,62.33,70.2,Yes,Finance,53.8,65.78,74.07,37.2,Low
STU0519,25,Male,2,7.84,72.24,52.63,68.21,60.91,70.58,73.92,84.65,90.31,77.67,3,7,5,54.84,70.22,6,5,6,73.7,62.96,Yes,Information Technology,71.2,72.18,81.07,40.39,Medium
STU0520,19,Male,2,8.67,95.41,79.41,78.82,75.26,52.24,59.98,76.89,81.21,96.58,4,16,10,99.69,75.86,7,6,3,75.05,66.7,No,Government,79.84,65.71,76.58,67.79,Medium
STU0521,25,Female,4,6.44,71.96,86.78,79.54,87.23,83.75,73.28,97.03,89.74,93.16,1,5,1,69.3,43.59,0,2,5,53.66,55.68,No,Consulting,53.28,67.95,51.52,45.97,Medium
STU0522,24,Female,3,7.75,74.82,100.0,83.67,66.85,71.06,60.81,61.06,59.44,69.69,3,13,4,72.51,59.97,9,2,2,79.34,69.82,Yes,Consulting,78.03,66.67,63.5,60.51,Medium
STU0523,23,Female,3,4.7,41.54,54.4,55.05,65.26,47.01,71.03,55.99,75.81,84.53,3,15,2,47.93,72.93,8,5,6,69.36,80.51,No,Healthcare,75.26,57.28,77.49,16.46,Low
STU0524,24,Female,2,6.5,67.49,79.09,55.17,72.6,66.09,74.33,79.94,73.86,70.5,0,3,4,71.37,41.52,5,8,2,48.24,51.2,Yes,Manufacturing,59.22,68.75,41.23,35.97,Low
STU0525,19,Female,4,7.16,71.32,64.67,54.43,59.18,76.02,83.39,84.69,76.21,70.89,0,2,2,58.04,59.64,8,5,6,44.92,64.88,Yes,Finance,58.02,65.06,59.27,34.9,Low
STU0526,24,Female,4,6.11,65.78,80.18,79.03,68.67,65.67,66.45,76.98,88.51,82.37,0,1,3,71.46,55.61,14,5,3,73.18,64.39,No,Manufacturing,78.5,73.39,42.38,42.29,Medium
STU0527,20,Male,4,6.08,62.18,50.88,67.96,57.84,66.41,63.32,89.44,69.35,64.38,3,12,8,78.68,69.29,9,5,2,65.18,52.06,Yes,Finance,65.16,63.78,62.75,43.65,Medium
STU0528,19,Male,1,6.4,53.55,53.58,50.57,30.0,54.08,53.55,60.4,67.13,64.65,1,5,5,57.39,43.43,8,4,3,56.73,64.4,Undecided,Consulting,69.11,52.4,45.74,18.14,Low
STU0529,19,Male,3,7.55,75.23,59.91,66.34,57.94,77.37,78.41,79.9,78.41,87.54,2,4,2,55.45,78.22,5,9,4,60.69,69.1,Undecided,Research,72.16,73.35,61.49,56.85,Medium
STU0530,19,Male,1,6.98,70.68,71.03,74.06,62.31,61.57,57.31,51.69,50.66,65.11,2,6,4,57.13,53.97,7,7,3,68.53,55.12,Yes,Education,74.63,63.37,66.83,31.15,Low
STU0531,18,Female,2,4.51,55.03,61.67,67.56,71.25,41.97,77.37,91.2,69.16,49.75,2,9,3,59.24,54.85,7,5,0,68.16,67.49,Undecided,Finance,62.52,62.86,57.57,26.81,Low
STU0532,25,Female,1,4.66,47.05,78.57,50.6,67.16,65.17,56.25,59.94,70.39,65.89,3,12,7,83.12,90.76,3,5,4,68.18,79.57,No,Research,64.84,67.93,83.74,45.38,Medium
STU0533,18,Male,3,6.47,79.98,83.35,73.41,75.69,82.75,79.97,72.98,60.96,65.01,3,13,10,99.59,99.12,7,9,3,67.77,55.81,Undecided,Information Technology,72.33,68.15,81.4,61.79,Medium
STU0534,18,Male,3,7.75,66.37,77.79,70.57,90.21,64.97,84.91,69.8,84.68,81.42,2,7,7,81.57,68.23,6,4,3,99.58,89.64,Undecided,Education,92.32,67.28,70.03,63.14,Medium
STU0535,20,Female,1,4.0,55.18,91.04,80.91,92.02,92.59,87.66,74.09,59.25,68.35,2,8,6,89.88,84.79,6,5,1,62.34,58.86,Undecided,Healthcare,76.78,78.85,84.45,51.2,Medium
STU0536,23,Male,2,6.6,67.83,75.41,92.66,82.5,75.58,75.77,64.66,70.37,83.09,2,4,1,56.34,53.41,4,4,6,80.94,74.64,Yes,Research,62.2,77.42,63.31,55.72,Medium
STU0537,25,Female,3,6.57,75.15,54.18,63.86,56.8,74.4,63.8,62.65,75.52,82.13,4,16,4,64.52,97.28,6,2,5,79.12,89.32,No,Consulting,81.37,74.05,84.15,61.73,Medium
STU0538,24,Female,2,8.87,90.39,87.72,74.85,85.68,68.33,56.93,48.62,88.24,92.92,2,6,4,66.99,50.68,8,8,3,61.28,70.82,No,Government,67.23,69.48,45.94,43.49,Medium
STU0539,22,Male,1,6.74,78.64,62.13,73.7,63.83,69.11,78.8,63.43,71.87,68.06,1,4,8,68.61,49.3,2,5,6,44.52,56.35,Yes,Finance,61.03,54.0,51.97,29.51,Low
STU0540,19,Female,2,7.66,76.23,81.84,89.08,75.05,66.58,85.02,97.79,83.23,83.89,3,13,8,85.47,90.32,3,5,6,63.7,64.22,Undecided,Research,79.8,77.71,81.25,72.68,High
STU0541,24,Female,4,7.37,68.64,90.46,80.6,85.85,66.07,65.34,76.21,80.41,90.86,2,11,4,75.15,64.17,7,8,4,45.15,62.06,Undecided,Consulting,57.09,49.29,64.88,51.31,Medium
STU0542,19,Male,1,4.64,61.7,75.94,63.51,67.8,76.9,63.21,80.46,73.48,62.44,4,9,3,61.84,87.46,2,6,2,42.82,57.14,Undecided,Research,57.21,60.07,72.22,37.12,Low
STU0543,20,Female,1,8.12,82.29,50.55,74.21,74.73,57.83,41.44,71.09,58.93,87.68,2,6,6,64.23,58.03,6,5,3,62.37,62.44,No,Information Technology,52.41,59.35,54.85,36.57,Low
STU0544,19,Female,2,7.46,78.69,58.06,73.98,62.33,56.01,55.4,83.4,54.79,64.03,3,6,2,52.09,70.43,4,8,3,71.19,58.88,Yes,Government,69.65,60.03,73.12,38.22,Low
STU0545,18,Male,4,7.81,88.93,87.2,77.16,86.14,55.4,63.79,42.92,73.28,70.44,0,3,2,58.38,41.42,5,6,5,66.79,62.91,No,Healthcare,69.14,60.93,50.58,34.52,Low
STU0546,25,Female,3,10.0,92.78,67.8,81.03,83.85,96.59,99.46,72.2,65.49,79.79,2,9,4,64.12,61.89,7,8,2,45.54,54.7,No,Information Technology,50.65,70.8,69.71,58.2,Medium
STU0547,22,Female,3,4.7,56.47,71.03,74.71,81.38,76.89,81.33,66.04,83.03,76.12,2,7,4,48.95,43.77,5,2,7,51.78,51.27,No,Healthcare,58.34,64.87,72.59,28.73,Low
STU0548,21,Female,2,9.27,89.3,79.86,91.65,61.83,73.96,76.33,67.57,80.95,88.75,4,17,9,99.09,88.16,9,7,4,72.26,73.27,No,Consulting,74.91,70.44,72.87,92.98,High
STU0549,19,Female,3,6.86,70.81,79.05,74.82,79.93,56.25,61.31,59.91,69.78,62.06,5,13,5,77.57,77.25,5,5,7,79.3,79.33,Yes,Finance,89.77,63.41,84.68,67.89,Medium
STU0550,24,Female,1,7.54,78.37,73.62,72.69,81.0,78.1,69.31,66.42,58.11,73.77,2,11,7,97.66,96.79,7,2,6,57.49,57.76,No,Research,55.76,68.67,79.61,52.9,Medium
STU0551,18,Female,3,7.15,63.85,67.29,77.45,77.93,68.48,84.87,77.46,78.13,64.62,4,8,5,62.86,70.94,3,7,3,69.58,70.2,No,Government,64.67,80.72,82.01,55.25,Medium
STU0552,21,Female,4,6.69,64.76,65.94,57.66,57.13,72.78,74.76,72.78,59.78,52.2,3,7,2,49.05,50.64,5,1,7,73.09,57.44,No,Government,62.04,61.4,67.31,36.33,Low
